Disease_Name,Crop,Disease_Type,Severity,Leaf_Color,Spot_Size,Spot_Pattern,Temperature,Humidity,Rainfall_mm,Affected_Area_Perc,Yield_Loss_Perc,Season,State,District,Disease_ID
Brown_Spot,Rice,Fungal,High,Dark_Brown,Medium,Stripes,17.07,67.9,178.09,60.33,49.42,Summer,Maharashtra,Nagpur,188
Apple_Scab,Apple,Fungal,High,Gray,Large,Pustules,23.63,63.87,25.28,42.01,36.17,Monsoon,Punjab,Ludhiana,189
Neck_Blast,Rice,Fungal,Medium,Dark_Brown,Medium,Concentric,32.59,72.14,98.65,77.02,63.57,Monsoon,West Bengal,Bardhaman,190
Black_Rot,Apple,Fungal,High,Brown,Small,Stripes,28.78,63.8,144.5,20.1,6.05,Winter,Uttar Pradesh,Lucknow,191
Black_Rot,Grape,Fungal,Severe,Gray,Small,Circular,29.46,65.89,49.13,69.1,43.87,Monsoon,Punjab,Patiala,192
Mosaic_Virus,Tomato,Viral,Medium,Gray,Small,Irregular,31.83,55.78,87.4,42.97,20.96,Winter,Maharashtra,Pune,193
Brown_Rust,Wheat,Fungal,Medium,Yellow,Large,Diamond,32.04,81.92,23.79,14.57,11.61,Monsoon,West Bengal,Kolkata,194
Leaf_Blast,Rice,Fungal,Medium,Yellow,Medium,Diamond,24.96,88.33,222.4,46.5,39.48,Monsoon,Maharashtra,Nagpur,195
Apple_Scab,Apple,Fungal,Medium,Dark_Brown,Small,Concentric,25.36,63.17,127.35,13.18,11.57,Winter,Punjab,Patiala,196
Brown_Rust,Wheat,Fungal,Severe,Gray,Small,Stripes,35.86,62.71,297.67,17.31,12.88,Winter,West Bengal,Kolkata,197
Late_Blight,Tomato,Fungal,Severe,Dark_Brown,Small,Circular,15.84,58.01,25.92,42.35,24.13,Winter,Uttar Pradesh,Lucknow,198
Mosaic_Virus,Tomato,Viral,High,Yellow,Large,Pustules,23.58,59,243.82,58.43,18.31,Monsoon,Tamil Nadu,Coimbatore,199
Black_Rot,Grape,Fungal,High,Brown,Large,Concentric,19.52,66.57,295.26,42.19,35.34,Winter,Punjab,Ludhiana,200
Leaf_Blast,Rice,Fungal,High,Yellow,Small,Diamond,33.26,61.32,252.3,27.73,8.35,Winter,Punjab,Amritsar,201
Brown_Spot,Rice,Fungal,High,Yellow,Small,Concentric,20.35,94.1,211.41,38.84,16.01,Summer,Karnataka,Bengaluru,202
Mosaic_Virus,Tomato,Viral,High,Green,Small,Concentric,28.31,77.57,180.01,56.91,31.59,Monsoon,Tamil Nadu,Salem,203
Apple_Scab,Apple,Fungal,Severe,Gray,Small,Stripes,32.27,76.86,10.17,42.32,25.67,Winter,Maharashtra,Nashik,204
Bacterial_Spot,Tomato,Bacterial,High,Yellow,Large,Diamond,36.15,87.86,227.37,11.91,8.01,Monsoon,Maharashtra,Nashik,205
Black_Rot,Grape,Fungal,Medium,Green,Medium,Pustules,34.88,91.16,21.22,62.39,41.5,Winter,Maharashtra,Pune,206
Northern_Leaf_Blight,Corn,Fungal,Medium,Brown,Small,Irregular,33.29,56.56,133.29,37.62,13.3,Summer,Karnataka,Mysuru,207
Mosaic_Virus,Tomato,Viral,High,Brown,Large,Stripes,21.3,75.71,273.01,82.16,36.74,Winter,Punjab,Ludhiana,208
Northern_Leaf_Blight,Corn,Fungal,High,Dark_Brown,Medium,Stripes,25.98,85.18,275.72,53.87,17.82,Winter,Karnataka,Hubballi,209
Black_Rot,Apple,Fungal,Medium,Yellow,Small,Irregular,37.61,96.08,270.27,58.78,24.8,Winter,West Bengal,Siliguri,210
Esca_Black_Measles,Grape,Fungal,Severe,Brown,Large,Circular,30.48,92.73,177.91,10.1,8.09,Monsoon,Tamil Nadu,Madurai,211
Brown_Spot,Rice,Fungal,Severe,Brown,Small,Concentric,15.42,82.7,57.77,54.27,20.59,Monsoon,Punjab,Amritsar,212
Brown_Spot,Rice,Fungal,Severe,Yellow,Large,Pustules,17.62,58.6,192.83,49.35,33.41,Monsoon,Maharashtra,Pune,213
Esca_Black_Measles,Grape,Fungal,Medium,Green,Small,Stripes,29.32,77.56,207.87,42.4,34.67,Monsoon,Tamil Nadu,Salem,214
Esca_Black_Measles,Grape,Fungal,Severe,Gray,Large,Pustules,32.68,91.58,23.3,56.72,32,Monsoon,Punjab,Patiala,215
Esca_Black_Measles,Grape,Fungal,Severe,Brown,Small,Stripes,25.39,82.34,258.34,62.02,40.57,Monsoon,Punjab,Patiala,216
Black_Rot,Grape,Fungal,Severe,Green,Small,Diamond,30.32,82.25,115.47,36.12,18.18,Summer,West Bengal,Siliguri,217
Esca_Black_Measles,Grape,Fungal,High,Gray,Large,Pustules,22.55,90.61,69.54,38.54,14.17,Winter,Tamil Nadu,Coimbatore,218
Apple_Scab,Apple,Fungal,Medium,Yellow,Medium,Stripes,25.23,77.39,124.25,69.51,50.32,Winter,Tamil Nadu,Coimbatore,219
Late_Blight,Tomato,Fungal,Medium,Dark_Brown,Medium,Irregular,23.43,78.03,250.5,28.36,22.05,Summer,Maharashtra,Nashik,220
Mosaic_Virus,Tomato,Viral,Medium,Green,Large,Concentric,30.31,61.6,270.41,64.09,47.68,Summer,Karnataka,Bengaluru,221
Apple_Scab,Apple,Fungal,High,Yellow,Large,Stripes,35.18,61.66,24.04,61.37,41.66,Monsoon,West Bengal,Siliguri,222
Neck_Blast,Rice,Fungal,Severe,Green,Large,Circular,26.35,58.22,131.34,59.61,42.49,Summer,West Bengal,Siliguri,223
Brown_Spot,Rice,Fungal,High,Gray,Large,Circular,15.41,94.12,203.66,38.68,25.88,Monsoon,Punjab,Amritsar,224
Late_Blight,Tomato,Fungal,Severe,Brown,Small,Pustules,29.15,81.31,12.95,6.61,3.12,Monsoon,Maharashtra,Nashik,225
Late_Blight,Tomato,Fungal,Severe,Dark_Brown,Small,Stripes,20.26,88.25,163.32,29.53,18.84,Winter,Punjab,Patiala,226
Northern_Leaf_Blight,Corn,Fungal,Medium,Green,Small,Stripes,30.2,95.9,201.71,69.14,40.57,Summer,Uttar Pradesh,Lucknow,227
Yellow_Rust,Wheat,Fungal,Medium,Gray,Large,Pustules,36.55,64.46,294.63,58.57,46.74,Summer,Tamil Nadu,Salem,228
Early_Blight,Tomato,Fungal,High,Green,Small,Pustules,31.12,90.91,92.28,52.72,30.12,Summer,Punjab,Amritsar,229
Leaf_Blast,Rice,Fungal,High,Gray,Medium,Pustules,21.04,66.02,66.43,12.32,7.59,Monsoon,Punjab,Ludhiana,230
Esca_Black_Measles,Grape,Fungal,Severe,Green,Small,Diamond,25.5,88.76,145.13,8.12,6.41,Summer,West Bengal,Siliguri,231
Common_Rust,Corn,Fungal,Severe,Yellow,Small,Irregular,27.13,88.96,36.22,14.75,7.68,Winter,Punjab,Amritsar,232
Early_Blight,Tomato,Fungal,Medium,Gray,Large,Stripes,36.13,67.24,286.12,70.97,22.6,Summer,Punjab,Ludhiana,233
Yellow_Rust,Wheat,Fungal,Severe,Green,Small,Diamond,27.66,55.47,194.42,55.17,25.76,Winter,Maharashtra,Nashik,234
Leaf_Blast,Rice,Fungal,Medium,Gray,Small,Circular,37.07,82.32,80.35,24.89,19.76,Monsoon,Uttar Pradesh,Kanpur,235
Northern_Leaf_Blight,Corn,Fungal,Severe,Green,Medium,Circular,16.17,73.06,3.21,82.83,48.32,Monsoon,Punjab,Ludhiana,236
Leaf_Blast,Rice,Fungal,Severe,Green,Small,Stripes,30.95,84.71,168.05,23.76,18.34,Summer,Punjab,Ludhiana,237
Esca_Black_Measles,Grape,Fungal,High,Gray,Large,Diamond,24.17,68.16,179.39,11.68,6.27,Winter,Punjab,Ludhiana,238
Northern_Leaf_Blight,Corn,Fungal,Severe,Brown,Medium,Pustules,20.46,60.12,296.57,38.91,17.51,Winter,West Bengal,Kolkata,239
Late_Blight,Tomato,Fungal,Medium,Green,Medium,Irregular,28.11,79.29,132.65,74.96,45.75,Monsoon,West Bengal,Kolkata,240
Bacterial_Spot,Tomato,Bacterial,Medium,Dark_Brown,Small,Circular,27.4,57.41,72.54,61.09,51.93,Monsoon,Maharashtra,Pune,241
Esca_Black_Measles,Grape,Fungal,High,Green,Large,Pustules,36.93,83.38,287.38,63.94,30.76,Winter,Uttar Pradesh,Lucknow,242
Apple_Scab,Apple,Fungal,High,Gray,Large,Pustules,26.13,87.08,161.26,84.77,69.99,Summer,West Bengal,Kolkata,243
Apple_Scab,Apple,Fungal,Severe,Gray,Medium,Circular,27.01,66.33,215.73,21.84,9.67,Winter,Uttar Pradesh,Kanpur,244
Neck_Blast,Rice,Fungal,Severe,Yellow,Large,Irregular,19.17,60.1,34.6,70.3,39.04,Summer,Tamil Nadu,Salem,245
Yellow_Rust,Wheat,Fungal,High,Dark_Brown,Large,Pustules,26.02,57.83,222.08,56.95,30.56,Winter,Punjab,Amritsar,246
Late_Blight,Tomato,Fungal,Medium,Yellow,Medium,Stripes,33.12,86.14,219.58,77.71,50.98,Summer,Uttar Pradesh,Varanasi,247
Yellow_Rust,Wheat,Fungal,Severe,Green,Medium,Diamond,34.81,82.81,133.96,83.42,73.01,Summer,Tamil Nadu,Madurai,248
Brown_Rust,Wheat,Fungal,High,Dark_Brown,Large,Irregular,26.55,91.25,234.58,81.49,42.69,Summer,Maharashtra,Nashik,249
Apple_Scab,Apple,Fungal,High,Green,Large,Pustules,28.22,55.74,154.24,79.36,60.42,Winter,Karnataka,Mysuru,250
Common_Rust,Corn,Fungal,High,Green,Small,Concentric,36.02,84.46,85.4,14.06,8.66,Winter,Maharashtra,Nagpur,251
Common_Rust,Corn,Fungal,Severe,Dark_Brown,Large,Circular,23.24,90.56,161.25,82.73,66.18,Summer,Karnataka,Mysuru,252
Esca_Black_Measles,Grape,Fungal,Severe,Yellow,Medium,Pustules,30.12,83.45,270.08,29.89,9.99,Summer,West Bengal,Siliguri,253
Northern_Leaf_Blight,Corn,Fungal,Severe,Green,Medium,Irregular,24.74,67.04,289.01,68.65,39.38,Monsoon,Karnataka,Mysuru,254
Brown_Spot,Rice,Fungal,Severe,Gray,Medium,Irregular,18.76,65.93,85.71,19.67,10.55,Monsoon,Maharashtra,Nagpur,255
Northern_Leaf_Blight,Corn,Fungal,Medium,Yellow,Large,Diamond,29.01,83.77,161.3,61.28,20.09,Monsoon,Karnataka,Bengaluru,256
Late_Blight,Tomato,Fungal,High,Yellow,Large,Diamond,16.65,94.15,5.86,75.73,58.46,Summer,Punjab,Patiala,257
Common_Rust,Corn,Fungal,Severe,Gray,Small,Pustules,18.15,75.57,78.32,39.24,27.96,Winter,Karnataka,Mysuru,258
Common_Rust,Corn,Fungal,Medium,Brown,Large,Irregular,19.97,69.45,257.47,55.53,30.7,Monsoon,Punjab,Ludhiana,259
Black_Rot,Grape,Fungal,High,Brown,Medium,Circular,22.88,64.17,281.11,14.49,12.5,Monsoon,West Bengal,Siliguri,260
Common_Rust,Corn,Fungal,Severe,Brown,Large,Concentric,15.84,60.89,26.14,20.61,14.55,Monsoon,Punjab,Ludhiana,261
Late_Blight,Tomato,Fungal,High,Yellow,Large,Concentric,27.68,68.01,18.87,37.51,26.94,Winter,Karnataka,Mysuru,262
Brown_Spot,Rice,Fungal,Medium,Brown,Medium,Diamond,32.08,68.57,40.2,58.03,17.82,Winter,Karnataka,Bengaluru,263
Apple_Scab,Apple,Fungal,Medium,Brown,Large,Stripes,24.67,82.8,91.77,84.91,67.17,Winter,Maharashtra,Nagpur,264
Apple_Scab,Apple,Fungal,Severe,Brown,Large,Diamond,34.33,70.52,52.99,75.04,59.41,Winter,Karnataka,Bengaluru,265
Black_Rot,Grape,Fungal,High,Brown,Small,Stripes,28.66,60.26,269.44,80.79,64,Summer,Maharashtra,Pune,266
Brown_Spot,Rice,Fungal,High,Green,Large,Circular,28.31,57.89,259.14,73.56,22.51,Winter,Tamil Nadu,Coimbatore,267
Common_Rust,Corn,Fungal,Medium,Green,Large,Stripes,24.78,55.74,19.67,62.63,25.31,Summer,West Bengal,Bardhaman,268
Brown_Spot,Rice,Fungal,Severe,Gray,Small,Irregular,15.33,77.31,297.14,33.95,18.86,Monsoon,Uttar Pradesh,Varanasi,269
Apple_Scab,Apple,Fungal,Medium,Brown,Large,Irregular,29.52,58.88,75.79,21.66,8.43,Monsoon,Punjab,Amritsar,270
Neck_Blast,Rice,Fungal,Medium,Dark_Brown,Large,Circular,28.36,56.92,61.15,19,15.13,Summer,Punjab,Patiala,271
Black_Rot,Grape,Fungal,Severe,Dark_Brown,Large,Pustules,16.04,60.82,251.11,50.67,31.62,Winter,Punjab,Ludhiana,272
Black_Rot,Grape,Fungal,High,Green,Small,Stripes,23.44,62.59,34.28,48.85,42.86,Summer,Tamil Nadu,Madurai,273
Late_Blight,Tomato,Fungal,High,Gray,Medium,Circular,15.39,83.28,4.1,42.87,24.96,Summer,West Bengal,Siliguri,274
Apple_Scab,Apple,Fungal,Severe,Gray,Small,Pustules,37.05,97.01,31.11,80.8,38.11,Summer,West Bengal,Siliguri,275
Black_Rot,Apple,Fungal,High,Gray,Medium,Stripes,32.58,59.91,29.4,74.11,59.86,Winter,Tamil Nadu,Madurai,276
Yellow_Rust,Wheat,Fungal,Medium,Gray,Large,Diamond,23.63,65.54,11.31,43.16,21.07,Winter,Karnataka,Bengaluru,277
Esca_Black_Measles,Grape,Fungal,High,Yellow,Medium,Stripes,19.48,67.44,294.58,11.74,9.58,Monsoon,Maharashtra,Nashik,278
Brown_Spot,Rice,Fungal,Medium,Dark_Brown,Large,Pustules,37.93,74.55,284.94,42.38,22.59,Summer,Tamil Nadu,Salem,279
Northern_Leaf_Blight,Corn,Fungal,Severe,Yellow,Large,Stripes,33.85,71.73,160.61,59.65,32.57,Summer,Tamil Nadu,Salem,280
Apple_Scab,Apple,Fungal,Medium,Green,Large,Diamond,25.6,80.19,131.14,31.61,27.64,Summer,West Bengal,Siliguri,281
Northern_Leaf_Blight,Corn,Fungal,Medium,Gray,Small,Diamond,27.02,56.67,186.96,9.88,7.31,Monsoon,Punjab,Ludhiana,282
Brown_Rust,Wheat,Fungal,Medium,Brown,Large,Concentric,30.42,68.47,288.87,58.69,21.08,Monsoon,Uttar Pradesh,Lucknow,283
Black_Rot,Apple,Fungal,Medium,Green,Medium,Diamond,29.38,80.05,140.56,56.65,26.71,Monsoon,Maharashtra,Nashik,284
Brown_Spot,Rice,Fungal,Severe,Yellow,Medium,Stripes,23.73,84.17,41.84,43.71,16.32,Monsoon,Tamil Nadu,Salem,285
Esca_Black_Measles,Grape,Fungal,High,Green,Large,Diamond,22.39,55.56,122.26,46.16,19.15,Summer,Maharashtra,Nashik,286
Black_Rot,Grape,Fungal,Severe,Green,Medium,Stripes,23.45,60.68,53.33,81.5,34.53,Summer,Maharashtra,Nagpur,287
Brown_Rust,Wheat,Fungal,Severe,Green,Medium,Circular,34.87,90.18,109.64,68.86,41.41,Monsoon,Karnataka,Bengaluru,288
Northern_Leaf_Blight,Corn,Fungal,High,Dark_Brown,Medium,Diamond,18.18,70.22,166.86,36.61,24.59,Winter,Tamil Nadu,Coimbatore,289
Black_Rot,Apple,Fungal,High,Yellow,Large,Concentric,37.21,83.4,299.33,16.1,13.15,Monsoon,Maharashtra,Nagpur,290
Northern_Leaf_Blight,Corn,Fungal,High,Green,Small,Diamond,32.41,96.79,42.05,30.21,17.51,Winter,West Bengal,Bardhaman,291
Late_Blight,Tomato,Fungal,Medium,Dark_Brown,Medium,Circular,18.81,64.4,190.32,77.45,56.51,Summer,Karnataka,Hubballi,292
Brown_Rust,Wheat,Fungal,Severe,Yellow,Large,Diamond,19.38,78.08,267.83,57.88,39.38,Winter,West Bengal,Kolkata,293
Yellow_Rust,Wheat,Fungal,Medium,Green,Medium,Stripes,21.66,69.45,292.99,44.8,29.81,Summer,Punjab,Ludhiana,294
Yellow_Rust,Wheat,Fungal,High,Brown,Medium,Irregular,28.24,75,68.57,70.46,30.28,Winter,Uttar Pradesh,Kanpur,295
Apple_Scab,Apple,Fungal,Medium,Dark_Brown,Small,Circular,25.73,74.7,221.13,5.06,3.87,Monsoon,Punjab,Patiala,296
Neck_Blast,Rice,Fungal,Severe,Brown,Medium,Concentric,27.23,75.84,168.17,57.78,23.8,Winter,Tamil Nadu,Madurai,297
Late_Blight,Tomato,Fungal,Severe,Yellow,Medium,Stripes,22.09,75.49,298.81,62.21,31.11,Monsoon,Tamil Nadu,Salem,298
Apple_Scab,Apple,Fungal,Severe,Green,Large,Diamond,33.12,57.89,287.74,40.57,16.95,Monsoon,West Bengal,Siliguri,299
Esca_Black_Measles,Grape,Fungal,Severe,Gray,Small,Diamond,24.23,55.94,188.69,51.78,19.85,Summer,Maharashtra,Nagpur,300
Brown_Spot,Rice,Fungal,Medium,Green,Medium,Diamond,36.81,73.02,205.84,79.91,34.66,Winter,Punjab,Patiala,301
Northern_Leaf_Blight,Corn,Fungal,High,Brown,Small,Circular,33.96,59.27,161.85,40.17,14.66,Summer,Uttar Pradesh,Kanpur,302
Bacterial_Spot,Tomato,Bacterial,High,Yellow,Large,Irregular,21.34,92.62,239.27,44.34,37.64,Winter,Tamil Nadu,Salem,303
Black_Rot,Apple,Fungal,Severe,Gray,Small,Pustules,22.01,55.18,19.64,77.71,50.2,Summer,Tamil Nadu,Coimbatore,304
Black_Rot,Apple,Fungal,Severe,Green,Large,Pustules,23.77,87.98,81.84,60.77,37.83,Summer,Punjab,Patiala,305
Brown_Spot,Rice,Fungal,High,Green,Small,Concentric,18.32,93.74,238.05,53.49,27.88,Monsoon,Maharashtra,Nashik,306
Neck_Blast,Rice,Fungal,High,Yellow,Large,Stripes,24.88,60.57,135.23,63.26,56.22,Monsoon,Karnataka,Bengaluru,307
Brown_Rust,Wheat,Fungal,High,Brown,Large,Stripes,32.74,75.95,102.43,64.45,43.7,Summer,Tamil Nadu,Salem,308
Common_Rust,Corn,Fungal,Severe,Dark_Brown,Medium,Concentric,26.53,70.33,0.35,30.93,26.07,Winter,Karnataka,Mysuru,309
Northern_Leaf_Blight,Corn,Fungal,High,Gray,Large,Circular,37.5,92.97,57.83,81.82,36.45,Monsoon,Maharashtra,Nashik,310
Brown_Rust,Wheat,Fungal,Medium,Dark_Brown,Medium,Concentric,28.07,65.66,286.07,5.9,4.63,Winter,Maharashtra,Pune,311
Bacterial_Spot,Tomato,Bacterial,High,Dark_Brown,Large,Circular,34.32,76.31,21.45,16.39,7.41,Monsoon,Maharashtra,Nagpur,312
Neck_Blast,Rice,Fungal,High,Brown,Medium,Pustules,36.2,96.04,101.24,17.37,7.3,Winter,West Bengal,Kolkata,313
Northern_Leaf_Blight,Corn,Fungal,Severe,Gray,Medium,Circular,24.9,56.05,134.71,19.26,7.22,Winter,Maharashtra,Nashik,314
Mosaic_Virus,Tomato,Viral,High,Yellow,Large,Pustules,24.52,60.47,26.76,31.32,12.8,Winter,Tamil Nadu,Salem,315
Northern_Leaf_Blight,Corn,Fungal,Severe,Dark_Brown,Large,Stripes,35.59,67.06,16.59,11.5,9.8,Winter,Karnataka,Bengaluru,316
Esca_Black_Measles,Grape,Fungal,Medium,Dark_Brown,Large,Irregular,35.87,66.85,198.23,58.31,22.57,Winter,Karnataka,Mysuru,317
Leaf_Blast,Rice,Fungal,Medium,Brown,Medium,Irregular,23.53,87.49,95.18,30.46,21.81,Monsoon,West Bengal,Kolkata,318
Apple_Scab,Apple,Fungal,High,Gray,Medium,Diamond,23.48,94.39,133.35,72.51,49.02,Summer,Uttar Pradesh,Kanpur,319
Brown_Rust,Wheat,Fungal,Severe,Gray,Small,Concentric,19.29,62.14,138.59,81.07,67.4,Summer,Maharashtra,Nashik,320
Neck_Blast,Rice,Fungal,High,Gray,Large,Irregular,27.09,74.64,186.37,74.08,55.03,Monsoon,Punjab,Ludhiana,321
Common_Rust,Corn,Fungal,Severe,Dark_Brown,Small,Pustules,18.11,96.71,296.59,8.96,5.16,Monsoon,Tamil Nadu,Madurai,322
Mosaic_Virus,Tomato,Viral,Severe,Green,Medium,Pustules,26.16,74.73,90.93,58.96,27.17,Winter,Punjab,Ludhiana,323
Yellow_Rust,Wheat,Fungal,Severe,Dark_Brown,Medium,Concentric,22.78,87.33,58.37,45.23,30.61,Monsoon,Punjab,Ludhiana,324
Apple_Scab,Apple,Fungal,Severe,Dark_Brown,Medium,Circular,27.1,56.88,242.41,21.74,14.72,Summer,Tamil Nadu,Madurai,325
Brown_Spot,Rice,Fungal,Medium,Gray,Medium,Concentric,27.35,59.69,206.18,35.45,20.93,Winter,Tamil Nadu,Salem,326
Yellow_Rust,Wheat,Fungal,Severe,Brown,Large,Stripes,36.67,78.1,48.91,52.44,36.54,Monsoon,West Bengal,Kolkata,327
Early_Blight,Tomato,Fungal,Medium,Green,Small,Concentric,34.37,92,271.93,42.47,35.32,Winter,Karnataka,Mysuru,328
Black_Rot,Apple,Fungal,High,Yellow,Medium,Pustules,30.56,89.6,84.13,79.7,55.86,Monsoon,Karnataka,Bengaluru,329
Neck_Blast,Rice,Fungal,Severe,Green,Large,Pustules,16.99,83.48,260.46,41.89,36.32,Summer,West Bengal,Kolkata,330
Bacterial_Spot,Tomato,Bacterial,Medium,Yellow,Medium,Circular,21.61,74.96,25.93,81.12,56.52,Monsoon,Tamil Nadu,Salem,331
Late_Blight,Tomato,Fungal,High,Brown,Small,Concentric,35.84,59.61,146.63,8.1,5.37,Summer,Uttar Pradesh,Lucknow,332
Black_Rot,Grape,Fungal,Severe,Brown,Small,Irregular,15.82,74.88,174.5,79.16,48.05,Winter,Tamil Nadu,Coimbatore,333
Northern_Leaf_Blight,Corn,Fungal,High,Brown,Large,Irregular,21.5,65.27,208.09,61.04,26.33,Summer,Tamil Nadu,Salem,334
Black_Rot,Grape,Fungal,Severe,Brown,Medium,Diamond,15.52,64.47,54.81,6.47,4.85,Winter,Punjab,Amritsar,335
Black_Rot,Apple,Fungal,Severe,Dark_Brown,Small,Circular,30.71,77.46,38.46,55.29,35.76,Winter,Punjab,Amritsar,336
Bacterial_Spot,Tomato,Bacterial,High,Gray,Large,Concentric,36.09,78.3,255.86,67.18,56.71,Monsoon,Punjab,Ludhiana,337
Brown_Spot,Rice,Fungal,High,Gray,Large,Stripes,28.82,93.08,152.91,16.13,9.34,Winter,Karnataka,Bengaluru,338
Black_Rot,Grape,Fungal,Severe,Dark_Brown,Small,Concentric,30.94,64.74,272.68,46.31,41.28,Monsoon,Uttar Pradesh,Lucknow,339
Brown_Spot,Rice,Fungal,High,Dark_Brown,Large,Pustules,28.59,88.77,129.05,22.93,20.55,Winter,Karnataka,Bengaluru,340
Late_Blight,Tomato,Fungal,Medium,Green,Small,Concentric,15,78.43,8.79,59.78,42.37,Summer,Karnataka,Hubballi,341
Apple_Scab,Apple,Fungal,Medium,Green,Large,Diamond,37.45,93.54,177.7,71.61,61.4,Monsoon,West Bengal,Siliguri,342
Black_Rot,Apple,Fungal,High,Yellow,Large,Circular,18.33,89.99,237.44,79.29,37.23,Monsoon,Uttar Pradesh,Varanasi,343
Black_Rot,Apple,Fungal,Severe,Dark_Brown,Large,Stripes,24.83,90.85,9.83,6.6,4.5,Monsoon,Maharashtra,Pune,344
Northern_Leaf_Blight,Corn,Fungal,Severe,Dark_Brown,Medium,Pustules,33.9,55.96,211.78,52.01,45.09,Summer,West Bengal,Bardhaman,345
Common_Rust,Corn,Fungal,Severe,Dark_Brown,Large,Circular,25.85,93.6,250.63,62.33,48.81,Winter,Punjab,Amritsar,346
Brown_Rust,Wheat,Fungal,Severe,Dark_Brown,Medium,Diamond,29.6,84.13,31.06,69.12,58.32,Monsoon,West Bengal,Siliguri,347
Mosaic_Virus,Tomato,Viral,Severe,Yellow,Medium,Irregular,29.15,78.77,225.69,77.3,49.81,Monsoon,Tamil Nadu,Madurai,348
Brown_Rust,Wheat,Fungal,High,Brown,Small,Irregular,19.86,91.89,258.61,55.7,32.21,Winter,Maharashtra,Nagpur,349
Yellow_Rust,Wheat,Fungal,Medium,Brown,Medium,Irregular,29.74,83.74,114.93,19.54,5.91,Monsoon,Tamil Nadu,Coimbatore,350
Brown_Rust,Wheat,Fungal,Medium,Dark_Brown,Medium,Stripes,21.9,75.9,48.86,43.11,31.77,Winter,West Bengal,Siliguri,351
Brown_Rust,Wheat,Fungal,Medium,Yellow,Small,Stripes,27.73,61.24,288.62,64.38,22.54,Winter,Punjab,Patiala,352
Northern_Leaf_Blight,Corn,Fungal,Severe,Gray,Large,Concentric,31.06,86.58,230.52,63.15,20.53,Summer,Maharashtra,Nagpur,353
Black_Rot,Apple,Fungal,High,Green,Large,Stripes,20.49,56.07,142.7,72.99,54.57,Winter,Tamil Nadu,Madurai,354
Bacterial_Spot,Tomato,Bacterial,Medium,Dark_Brown,Large,Irregular,26.23,77.26,55.43,37.84,23.03,Monsoon,Maharashtra,Nagpur,355
Common_Rust,Corn,Fungal,High,Yellow,Medium,Diamond,26.45,78.55,175.67,30.7,21.89,Winter,Maharashtra,Nashik,356
Yellow_Rust,Wheat,Fungal,High,Yellow,Medium,Concentric,21.91,71.1,298.49,16.78,9.28,Winter,Maharashtra,Nagpur,357
Black_Rot,Apple,Fungal,Medium,Yellow,Medium,Diamond,20.91,56.83,230.34,9.55,6.92,Winter,Punjab,Patiala,358
Apple_Scab,Apple,Fungal,Severe,Gray,Medium,Pustules,28.32,68.71,118.79,17.15,9.19,Monsoon,West Bengal,Siliguri,359
Apple_Scab,Apple,Fungal,High,Gray,Large,Diamond,33.98,96.12,295.02,37.52,31.43,Winter,West Bengal,Bardhaman,360
Northern_Leaf_Blight,Corn,Fungal,High,Green,Small,Irregular,19.02,74.2,109.12,59.62,19.93,Summer,Tamil Nadu,Coimbatore,361
Mosaic_Virus,Tomato,Viral,High,Brown,Medium,Irregular,30.13,77.02,289.57,34.61,15.49,Summer,Uttar Pradesh,Kanpur,362
Neck_Blast,Rice,Fungal,High,Yellow,Medium,Circular,36.58,78.34,295.55,26.73,17.9,Winter,Tamil Nadu,Coimbatore,363
Early_Blight,Tomato,Fungal,Medium,Gray,Small,Pustules,29.26,89.48,75.29,81.72,32.65,Monsoon,Uttar Pradesh,Lucknow,364
Early_Blight,Tomato,Fungal,High,Brown,Medium,Irregular,23.37,73.53,299.44,51.21,42.85,Winter,Punjab,Ludhiana,365
Apple_Scab,Apple,Fungal,Medium,Green,Large,Diamond,24.79,87.19,83.41,8.82,3.22,Summer,West Bengal,Bardhaman,366
Common_Rust,Corn,Fungal,Medium,Dark_Brown,Medium,Concentric,25.46,71.39,195.09,15.51,8.67,Winter,Tamil Nadu,Salem,367
Northern_Leaf_Blight,Corn,Fungal,Severe,Dark_Brown,Large,Concentric,30.35,87.02,121.56,12.54,6.72,Monsoon,Karnataka,Hubballi,368
Mosaic_Virus,Tomato,Viral,Medium,Yellow,Large,Pustules,27.68,97.76,173.66,18.84,7.94,Winter,West Bengal,Bardhaman,369
Black_Rot,Grape,Fungal,Severe,Brown,Large,Stripes,34.76,92.78,121.89,33.9,26.04,Monsoon,Tamil Nadu,Coimbatore,370
Black_Rot,Grape,Fungal,Severe,Green,Large,Circular,19.22,92,141.4,20.92,17.62,Winter,Uttar Pradesh,Kanpur,371
Late_Blight,Tomato,Fungal,Medium,Gray,Small,Stripes,15.98,83.99,161.46,5.28,1.82,Summer,Punjab,Patiala,372
Black_Rot,Apple,Fungal,High,Gray,Large,Concentric,22.1,73.34,185.3,54.16,37.6,Monsoon,Karnataka,Bengaluru,373
Common_Rust,Corn,Fungal,High,Yellow,Large,Circular,29.39,80.95,282.41,31.92,15.79,Monsoon,Maharashtra,Nashik,374
Black_Rot,Grape,Fungal,Medium,Gray,Medium,Circular,30.24,56.38,263.4,43.8,35.13,Summer,Karnataka,Hubballi,375
